,0
7611,SSY
7612,STDY
7613,STLR
7614,STLRU
7615,STLRW
7616,STNL
7617,STNLU
7618,STNLW
7619,STOT
7620,STPP
7621,SUB
7622,SUMR
7623,SUNW
7624,SUSA
7625,SUSB
7626,SUSC
7627,SVBI
7628,SVT
7629,SWIN
7630,SWJ
7631,SWZ
7632,SXI
7633,SYG
7634,SYPR
7635,SYV
7636,SZK
7637,SZO
7638,TACOW
7639,TACT
7640,TAGS
7641,TAIT
7642,TAO
7643,TAPR
7644,TATT
7645,TAXR
7646,TAYD
7647,TBLU
7648,TBX
7649,TCBIL
7650,TCBIP
7651,TCBIW
7652,TCCA
7653,TCCO
7654,TCRZ
7655,TCTL
7656,TDI
7657,TDJ
7658,TDTF
7659,TERM
7660,TFLO
7661,TGC
7662,THGA
7663,THST
7664,TIBRU
7665,TIK
7666,TIL
7667,TIPZ
7668,TISA
7669,TKAT
7670,TLDH
7671,TLEH
7672,TLTD
7673,TMFC
7674,TMQ
7675,TMSR
7676,TMSRW
7677,TOK
7678,TOLZ
7679,TPGH
7680,TPIV
7681,TPVY
7682,TPYP
7683,TPZ
7684,TRCB
7685,TRCH
7686,TRIL
7687,TRMD
7688,TRMT
7689,TRNS
7690,TRPX
7691,TRX
7692,TSRI
7693,TTAC
7694,TTAI
7695,TTFS
7696,TURN
7697,TUSA
7698,TUZ
7699,TVE
7700,TVIZ
7701,TWN
7702,TY
7703,TYBS
7704,TYD
7705,TYNS
7706,TYO
7707,TZOO
7708,UAE
7709,UAG
7710,UAMY
7711,UAUD
7712,UBC
7713,UBCP
7714,UBG
7715,UBM
7716,UBN
7717,UBOH
7718,UBP
7719,UBR
7720,UBRT
7721,UCC
7722,UCHF
7723,UCIB
7724,UDBI
7725,UDN
7726,UEUR
7727,UEVM
7728,UGBP
7729,UGE
7730,UHN
7731,UITB
7732,UIVM
7733,UJB
7734,UJPY
7735,ULBR
7736,ULE
7737,ULST
7738,ULVM
7739,UMDD
7740,UNAM
7741,UNB
7742,UNL
7743,UNTY
7744,UONE
7745,UONEK
7746,UPV
7747,UPW
7748,URR
7749,URTH
7750,USAG
7751,USAI
7752,USAP
7753,USAS
7754,USATP
7755,USDP
7756,USDY
7757,USEQ
7758,USFR
7759,USHY
7760,USL
7761,USLB
7762,USLM
7763,USMC
7764,USMF
7765,USOD
7766,USOI
7767,USOU
7768,UST
7769,USTB
7770,USV
7771,USVM
7772,UTES
7773,UTLF
7774,UTSL
7775,UXI
7776,UYM
7777,UZC
7778,VALQ
7779,VALX
7780,VBF
7781,VBFC
7782,VBND
7783,VCF
7784,VEAC
7785,VEACU
7786,VEACW
7787,VEGA
7788,VEGI
7789,VESH
7790,VFL
7791,VFLQ
7792,VFMF
7793,VFMO
7794,VFMV
7795,VFQY
7796,VFVA
7797,VGFO
7798,VGLT
7799,VIDI
7800,VII
7801,VIIX
7802,VIIZ
7803,VIOO
7804,VIOV
7805,VIRC
7806,VLT
7807,VLU
7808,VMM
7809,VMOT
7810,VNCE
7811,VNLA
7812,VONE
7813,VONG
7814,VOOG
7815,VOOV
7816,VPU
7817,VQT
7818,VRNA
7819,VRTSP
7820,VSDA
7821,VSL
7822,VTC
7823,VTGN
7824,VTNR
7825,VTWG
7826,VTWO
7827,VVUS
7828,VXRT
7829,VXXB
7830,VXZB
7831,VYMI
7832,VZA
7833,WAFDW
7834,WALA
7835,WBAL
7836,WBIA
7837,WBIB
7838,WBIC
7839,WBID
7840,WBIE
7841,WBIF
7842,WBIG
7843,WBIH
7844,WBII
7845,WBIL
7846,WBIR
7847,WBIY
7848,WCFB
7849,WCHN
7850,WDRW
7851,WEA
7852,WEAR
7853,WEBK
7854,WEET
7855,WFHY
7856,WFIG
7857,WHFBL
7858,WHLM
7859,WHLRD
7860,WHLRW
7861,WIL
7862,WILC
7863,WINA
7864,WINS
7865,WLDR
7866,WMCR
7867,WMGIZ
7868,WMLP
7869,WMW
7870,WOOD
7871,WPS
7872,WREI
7873,WRLS
7874,WRLSR
7875,WRLSW
7876,WRN
7877,WSCI
7878,WSTG
7879,WTFCW
7880,WTID
7881,WTIU
7882,WTMF
7883,WTRX
7884,WTT
7885,WVFC
7886,WVVI
7887,WVVIP
7888,WYDE
7889,XBIO
7890,XBIT
7891,XCEM
7892,XDIV
7893,XELB
7894,XFLT
7895,XGTI
7896,XGTIW
7897,XHE
7898,XINA
7899,XITK
7900,XIVH
7901,XKFS
7902,XKII
7903,XKST
7904,XMPT
7905,XMX
7906,XRLV
7907,XSHD
7908,XSHQ
7909,XTH
7910,XTL
7911,XTLB
7912,XUSA
7913,XVZ
7914,XWEB
7915,XXV
7916,YAO
7917,YDIV
7918,YESR
7919,YLD
7920,YLDE
7921,YMLI
7922,YMLP
7923,YRIV
7924,YTEN
7925,YXI
7926,ZAIS
7927,ZBIO
7928,ZBK
7929,ZIONZ
7930,ZKIN
7931,ZOM
7932,ZVZZT
7933,ZWZZT
7934,ZXZZT
7935,ZYME
